,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redFirstBlood,redEliteMonsters,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
283,0,15,4,1,4,8,0,0,0,7.0,209,42,16,0,0,0,0,0,7.2,224,52
284,1,18,2,1,6,3,1,0,0,7.4,245,45,48,1,0,0,0,0,7.0,211,68
285,1,37,0,0,10,5,1,0,0,7.2,235,60,15,1,1,1,1,0,6.8,221,40
286,0,16,2,0,1,10,1,1,0,6.6,219,52,14,6,1,1,0,0,7.0,248,31
287,1,35,4,1,10,5,2,1,0,7.2,200,55,15,3,0,0,0,0,6.8,212,52
288,0,16,3,0,1,4,1,1,0,6.8,224,50,16,4,1,1,0,0,7.0,241,53
289,0,15,2,0,8,6,1,0,0,6.8,212,50,14,0,1,1,1,0,7.0,209,53
290,0,14,6,0,1,6,0,0,0,6.4,169,56,19,1,1,0,0,1,7.2,270,48
291,0,16,1,0,5,11,0,0,0,6.8,214,35,141,1,1,1,0,0,7.6,208,52
292,0,15,2,1,3,4,0,0,0,6.8,213,49,19,1,0,1,0,0,7.0,238,56
293,1,13,3,1,5,3,2,1,0,7.0,217,52,39,2,0,0,0,0,7.2,215,52
294,0,18,10,1,2,5,1,0,0,6.8,250,43,45,8,0,0,0,0,6.8,243,24
295,0,16,3,0,3,3,0,0,0,6.8,227,54,12,3,1,0,0,0,6.8,251,46
296,0,19,2,1,7,8,1,0,0,7.2,240,52,16,3,0,0,0,0,7.0,177,48
297,0,17,4,0,6,9,0,0,0,6.6,209,49,24,2,1,0,0,0,6.6,200,32
298,0,20,4,0,4,6,1,1,0,7.4,234,65,18,2,1,0,0,0,7.0,217,32
299,0,16,4,0,2,3,0,0,0,6.8,226,60,16,0,1,0,0,0,7.0,268,56
300,0,34,2,0,10,9,1,0,0,7.0,219,53,47,3,1,0,0,0,7.2,194,48
301,0,16,3,1,6,7,0,0,0,6.8,215,34,18,3,0,1,0,0,6.8,207,47
302,1,15,1,1,3,4,1,0,0,6.8,223,56,13,2,0,0,0,0,7.2,207,46
303,0,10,1,1,5,7,0,0,0,6.4,191,52,16,2,0,1,0,0,6.8,196,40
304,1,19,3,1,8,2,0,0,0,7.2,209,44,11,2,0,1,0,0,6.6,216,64
305,1,18,4,1,9,7,1,0,0,6.8,207,36,15,3,0,0,0,0,7.2,221,48
306,0,29,2,1,5,2,0,0,0,7.2,245,49,15,4,0,2,1,0,6.8,277,58
307,0,14,3,0,2,8,1,0,0,6.6,211,60,14,5,1,0,0,0,7.4,271,47
308,1,15,2,1,2,4,2,1,0,7.0,239,64,17,3,0,0,0,0,6.8,216,44
309,0,12,2,1,8,5,1,1,0,7.2,203,59,15,0,0,1,0,0,6.6,165,50
310,0,15,5,1,4,3,1,0,0,7.0,244,47,13,2,0,0,0,0,6.4,191,48
311,1,18,1,0,10,7,0,0,0,7.4,228,52,16,3,1,0,0,0,7.2,187,43
312,1,15,2,1,6,3,1,0,0,7.0,241,44,16,3,0,0,0,0,6.6,188,54
313,1,14,2,1,5,4,0,0,0,6.8,236,46,12,0,0,1,0,0,7.0,172,67
314,0,14,3,1,8,8,0,0,0,6.6,214,40,14,0,0,1,0,0,7.0,214,71
315,0,15,2,0,1,8,1,0,0,6.6,214,55,14,3,1,0,0,1,7.6,289,46
316,1,14,2,0,13,7,0,0,0,7.4,238,40,13,2,1,0,0,0,6.6,215,36
317,0,16,4,0,11,13,1,0,0,6.8,182,56,15,4,1,1,1,1,6.8,201,40
318,1,15,2,0,4,5,1,0,0,7.2,242,59,41,2,1,0,0,0,7.2,222,61
319,1,15,2,0,4,9,0,0,0,7.0,224,56,18,2,1,0,0,0,7.2,243,28
320,1,17,2,0,8,11,1,1,0,6.8,180,37,14,5,1,0,0,0,6.8,219,40
321,0,23,2,1,5,9,0,0,0,6.6,229,39,14,3,0,1,0,0,7.2,215,56
322,1,15,5,0,4,7,1,0,0,6.8,234,60,19,2,1,0,0,0,6.8,213,51
323,1,56,2,1,7,8,2,1,0,6.8,190,44,17,3,0,0,0,0,6.8,196,48
324,1,16,3,1,12,3,1,0,0,7.4,201,48,12,0,0,0,0,0,6.4,201,47
325,1,13,4,0,4,7,0,0,0,7.0,201,68,18,3,1,1,0,0,6.8,236,48
326,1,17,6,1,8,4,1,0,0,7.2,246,31,16,4,0,0,0,0,7.0,229,60
327,1,14,6,1,12,8,2,1,0,7.0,221,52,22,2,0,0,0,0,6.8,166,45
328,1,21,5,1,13,3,1,0,0,7.0,246,36,36,3,0,1,1,0,6.0,142,56
329,0,22,3,0,5,9,0,0,1,6.2,193,36,15,6,1,1,1,1,6.8,232,46
330,1,15,4,0,4,4,2,1,0,7.2,274,50,18,2,1,0,0,0,7.0,220,50
331,0,22,6,1,5,10,1,1,0,7.0,269,51,18,5,0,1,0,0,6.6,173,44
332,0,38,2,0,5,10,0,0,0,6.8,176,48,12,15,1,1,0,0,7.2,238,36
333,0,15,4,0,5,8,0,0,0,7.0,212,47,16,2,1,1,0,0,6.8,191,46
334,1,46,0,1,8,3,1,0,0,7.0,211,55,11,2,0,0,0,0,6.8,250,52
335,0,17,3,1,8,7,0,0,0,7.0,222,55,17,0,0,0,0,0,6.8,215,55
336,0,12,5,1,5,6,1,0,0,6.6,234,44,16,1,0,0,0,0,7.0,226,48
337,1,10,2,0,2,6,0,0,0,6.8,234,48,15,1,1,1,0,0,7.0,229,56
338,1,12,2,1,14,6,1,1,1,6.6,194,50,17,2,0,1,0,0,6.6,189,40
339,0,17,2,1,11,6,1,0,0,7.0,199,56,29,4,0,0,0,0,6.8,224,52
340,1,18,3,0,6,5,2,1,0,7.2,253,52,17,3,1,0,0,0,7.2,197,75
341,0,19,3,1,2,11,0,0,0,6.8,226,54,16,2,0,1,0,0,7.4,203,53
342,1,17,0,0,4,7,2,1,0,6.8,190,64,14,2,1,0,0,0,7.2,242,44
343,0,14,2,0,3,6,0,0,0,7.0,252,46,51,3,1,1,0,0,6.8,202,55
344,0,13,3,0,2,5,1,1,0,6.8,205,52,14,0,1,1,0,0,6.8,210,52
345,0,30,13,1,4,2,0,0,0,6.8,182,61,64,4,0,1,0,0,7.2,216,54
346,1,18,6,0,6,4,1,0,0,7.2,218,71,14,3,1,1,1,0,6.4,210,35
347,1,53,4,0,7,11,0,0,0,6.8,189,44,40,1,1,1,1,0,7.4,200,58
348,1,17,2,0,7,10,0,0,0,6.8,198,45,16,4,1,2,1,0,6.8,201,47
349,0,14,2,1,3,7,0,0,0,6.4,162,48,15,2,0,0,0,0,6.8,228,47
350,0,85,3,1,4,8,0,0,0,7.0,226,47,16,2,0,1,0,0,7.4,251,60
351,0,14,2,0,5,6,1,1,0,6.8,222,51,16,3,1,0,0,0,6.8,189,48
352,1,18,4,1,7,4,2,1,0,7.2,211,60,12,1,0,0,0,0,6.8,200,43
353,1,22,2,0,6,3,0,0,0,7.2,232,54,15,2,1,1,0,0,6.8,206,56
354,0,16,3,1,4,9,0,0,0,7.0,195,48,12,2,0,2,1,0,7.4,235,68
355,0,16,3,0,5,5,0,0,0,7.0,238,63,38,5,1,1,0,0,7.0,214,56
356,1,38,0,1,8,2,0,0,0,7.0,238,45,15,0,0,0,0,0,6.4,201,51
357,0,17,5,0,2,8,0,0,0,6.8,194,48,19,3,1,1,0,0,7.2,228,56
358,1,16,4,0,6,2,0,0,0,7.2,243,64,21,3,1,1,1,0,6.8,248,44
359,0,18,2,1,5,8,0,0,0,6.6,217,51,14,7,0,0,0,0,7.0,187,43
360,0,13,2,1,1,4,0,0,0,6.4,229,32,39,3,0,2,1,0,6.8,231,56
361,1,17,4,1,14,3,0,0,0,7.8,218,56,16,1,0,0,0,0,6.6,223,40
362,0,18,1,1,5,8,0,0,0,7.0,234,60,15,1,0,2,1,0,7.0,217,59
363,0,15,0,1,5,8,0,0,0,6.8,227,56,15,1,0,1,0,0,7.2,225,52
364,0,34,3,0,6,7,0,0,0,7.2,221,66,14,4,1,1,0,0,7.4,248,55
365,1,18,4,1,6,5,0,0,0,7.0,227,57,16,4,0,0,0,0,7.0,237,36
366,1,18,3,1,5,2,2,1,0,6.8,228,56,20,0,0,0,0,0,6.8,213,46
367,0,20,0,0,8,8,1,1,0,6.8,193,54,15,2,1,1,0,0,7.2,183,58
368,1,19,8,1,6,4,0,0,0,6.8,239,44,16,3,0,0,0,0,6.8,213,54
369,0,14,1,0,2,6,0,0,0,7.0,234,42,14,1,1,1,0,0,7.0,229,49
370,1,17,2,0,2,4,1,0,0,6.8,195,72,15,1,1,0,0,0,6.8,223,36
371,0,15,1,1,3,12,0,0,0,7.0,220,68,18,1,0,2,1,0,7.6,205,56
372,0,17,3,0,3,13,0,0,0,6.0,167,46,17,5,1,1,0,0,7.0,218,44
373,1,18,1,0,7,8,1,0,0,7.0,238,58,16,2,1,0,0,0,6.8,176,48
374,1,19,4,1,6,4,1,1,0,7.0,232,53,55,6,0,1,0,0,7.0,191,55
375,0,18,3,0,8,14,0,0,0,6.4,142,40,20,0,1,2,1,0,7.0,193,48
376,0,17,8,1,10,5,1,0,0,7.2,202,34,18,3,0,1,1,0,6.4,224,48
377,0,21,5,0,3,8,0,0,0,6.6,200,48,19,5,1,1,0,0,7.2,235,53
378,0,17,3,0,1,5,1,0,0,6.8,239,59,18,4,1,0,0,0,6.8,251,33
379,1,14,4,0,5,8,2,1,0,7.0,231,56,14,0,1,0,0,0,7.0,243,48
380,1,19,2,0,3,3,1,0,0,7.0,221,52,20,6,1,0,0,0,6.8,223,37
381,1,19,2,0,7,10,1,0,0,6.6,173,36,16,4,1,0,0,0,6.6,211,42
382,0,16,2,0,3,3,1,1,0,6.8,228,61,12,2,1,0,0,0,6.8,220,53
383,1,10,1,1,7,5,1,1,2,7.0,246,47,11,1,0,0,0,0,5.8,164,28
384,1,18,5,1,11,6,1,0,0,7.2,220,52,18,4,0,0,0,0,6.6,228,34
385,0,20,2,1,6,9,0,0,0,6.8,212,63,15,3,0,0,0,0,7.2,205,60
386,1,14,6,0,6,3,0,0,0,7.2,228,39,16,1,1,1,0,0,6.8,224,66
387,1,15,2,1,4,1,1,0,0,6.8,217,48,17,3,0,0,0,0,6.8,223,47
388,1,27,1,1,6,5,0,0,0,7.0,218,72,17,3,0,1,0,0,7.0,213,52
389,1,76,2,1,5,5,1,1,0,7.0,230,60,14,4,0,1,0,0,6.8,209,50
390,1,19,4,1,12,2,1,0,0,7.4,251,37,17,4,0,0,0,0,6.8,206,52
391,0,13,2,0,4,11,2,1,0,6.6,210,45,32,2,1,0,0,1,7.4,218,49
392,1,78,2,1,9,3,1,0,0,7.4,220,47,17,1,0,1,1,0,6.8,224,57
393,1,14,2,0,7,11,0,0,0,6.4,152,36,41,0,1,0,0,0,7.2,218,43
394,0,11,5,1,6,9,0,0,0,7.0,231,40,17,2,0,1,0,0,7.4,232,57
395,1,16,0,1,9,5,0,0,0,7.2,223,48,45,2,0,0,0,0,6.8,216,48
396,0,14,7,0,3,8,0,0,0,7.0,217,52,13,3,1,2,1,0,7.2,227,64
397,1,15,11,1,4,1,1,0,0,7.0,228,48,46,1,0,0,0,0,6.8,215,56
398,1,15,5,0,11,10,0,0,0,6.8,192,52,52,4,1,0,0,0,7.0,210,42
399,1,16,2,1,7,6,1,1,0,6.4,226,33,51,3,0,1,0,0,6.8,228,54
400,1,17,3,0,10,10,0,0,0,7.2,219,38,13,1,1,1,1,1,6.6,208,31
401,1,19,4,0,10,9,1,0,0,7.2,219,60,13,2,1,0,0,0,6.8,230,36
402,1,15,3,1,9,2,1,0,0,7.2,263,51,17,1,0,0,0,0,6.8,238,52
403,0,15,2,0,6,13,0,0,0,6.6,191,38,146,2,1,0,0,0,7.0,223,39
404,1,48,4,1,6,6,1,0,0,6.8,210,51,19,6,0,1,1,0,6.8,210,59
405,0,14,1,0,9,8,1,0,0,7.0,196,60,18,1,1,0,0,0,7.0,247,56
406,0,39,1,0,1,5,0,0,0,6.8,174,48,15,0,1,2,1,0,7.0,219,48
407,1,38,5,1,2,1,1,1,0,6.8,214,56,16,2,0,1,0,0,6.6,197,52
408,1,14,3,0,4,3,1,0,0,7.0,217,70,16,1,1,0,0,0,6.4,228,35
409,1,12,0,1,3,7,0,0,0,6.6,215,48,17,3,0,1,0,0,7.2,233,65
410,0,41,4,1,7,8,0,0,0,6.6,203,47,17,6,0,1,0,0,7.0,201,55
411,0,12,15,1,4,4,1,1,0,7.2,232,51,40,1,0,1,0,0,6.8,202,66
412,0,16,4,1,5,7,0,0,0,6.6,221,64,36,6,0,1,0,0,7.2,200,44
413,1,20,3,0,11,4,1,0,0,7.2,234,52,15,0,1,0,0,0,6.4,182,51
414,1,16,5,1,11,5,1,0,0,7.2,227,45,14,1,0,0,0,0,7.0,225,48
415,0,15,13,0,3,9,1,0,0,6.8,204,52,42,3,1,0,0,0,7.2,256,43
416,1,38,0,1,6,4,2,1,0,6.8,221,56,16,4,0,0,0,0,7.0,237,64
417,0,17,3,1,4,7,1,0,0,6.4,206,39,13,5,0,0,0,0,7.0,224,53
418,1,16,3,1,6,1,1,0,0,6.8,208,56,55,3,0,0,0,0,6.6,222,51
419,0,32,2,0,10,12,0,0,0,6.6,149,39,14,0,1,0,0,0,7.0,210,35
420,1,41,4,1,7,4,2,1,0,7.2,228,64,18,5,0,0,0,0,6.8,197,52
421,1,34,2,1,9,3,0,0,0,7.4,230,50,15,3,0,1,0,0,7.4,226,80
422,1,25,3,1,6,5,1,1,1,7.4,225,67,16,3,0,0,0,0,7.0,220,48
423,1,18,2,0,10,6,0,0,0,6.8,223,38,15,2,1,0,0,0,6.6,186,44
424,0,20,0,0,8,12,0,0,0,7.0,182,54,16,1,1,1,0,0,7.2,198,74
425,0,16,3,1,7,9,1,0,0,6.8,231,38,18,2,0,0,0,0,6.4,214,35
426,1,17,3,0,4,3,1,1,0,7.0,203,60,38,3,1,0,0,0,7.0,226,57
427,1,20,7,0,11,4,0,0,0,7.2,239,48,20,3,1,0,0,0,6.2,203,34
428,0,34,2,0,6,7,1,1,0,7.2,234,62,16,1,1,0,0,0,6.4,215,51
429,1,16,2,1,4,8,1,0,0,7.2,238,47,21,1,0,1,1,0,7.4,236,48
430,1,11,3,0,11,4,1,0,0,7.4,216,58,11,2,1,0,0,0,7.0,242,57
431,0,15,3,0,1,6,0,0,0,6.6,207,56,16,3,1,1,1,0,7.0,242,44
432,0,13,5,1,3,9,0,0,0,6.6,201,42,17,1,0,2,1,0,7.2,229,48
433,0,15,2,0,3,10,0,0,0,6.6,209,56,30,3,1,1,0,0,7.4,221,78
434,1,19,0,0,13,4,1,0,0,7.0,234,48,16,1,1,0,0,0,6.0,175,28
435,1,15,2,0,3,2,0,0,0,7.2,253,68,15,1,1,0,0,0,6.8,219,52
436,0,15,1,1,9,7,0,0,0,7.2,238,56,12,1,0,0,0,0,6.8,169,52
437,1,40,3,0,7,6,0,0,0,7.0,198,41,16,2,1,0,0,0,6.6,187,52
438,1,43,2,1,5,4,1,1,0,6.8,213,56,14,2,0,1,0,0,7.4,231,75
439,0,143,5,1,10,7,1,0,0,7.4,213,37,15,2,0,0,0,0,7.2,228,71
440,1,41,5,1,8,5,1,0,0,7.2,219,54,18,3,0,0,0,0,6.8,195,46
441,1,12,3,1,10,5,1,0,0,7.2,211,64,16,1,0,0,0,0,6.6,205,65
442,1,19,5,0,9,4,1,0,0,7.2,214,48,16,1,1,0,0,0,6.8,222,43
443,1,20,1,1,5,6,1,0,0,6.8,190,63,47,6,0,0,0,0,6.8,210,48
444,0,15,0,1,7,9,0,0,0,6.6,199,44,17,1,0,0,0,0,7.0,211,60
445,0,11,1,0,5,5,0,0,0,7.0,209,48,41,4,1,1,0,0,7.2,206,60
446,1,19,3,1,6,4,1,0,0,6.8,242,32,19,4,0,0,0,0,6.6,200,51
447,0,17,2,1,8,5,1,0,0,7.0,196,60,13,2,0,1,1,0,6.8,231,56
448,0,44,3,0,4,7,1,1,0,6.6,195,56,16,2,1,0,0,0,6.8,230,43
449,0,11,1,1,7,9,0,0,0,7.0,171,63,33,2,0,1,0,0,7.2,229,45
450,1,14,2,1,6,3,1,0,0,6.6,215,48,14,1,0,1,1,0,7.0,180,68
451,0,20,3,0,7,4,0,0,0,7.2,219,53,15,4,1,1,1,0,6.6,180,45
452,1,11,6,1,8,4,2,1,0,7.4,259,52,16,2,0,0,0,0,6.8,214,52
453,0,97,3,0,11,7,1,0,0,6.2,153,32,16,2,1,0,0,0,6.6,199,40
454,1,18,2,1,5,6,2,1,0,7.4,235,76,37,3,0,0,0,0,7.4,233,40
455,1,19,4,1,8,4,0,0,0,7.4,226,44,44,1,0,1,0,0,7.0,213,56
456,0,16,1,0,3,4,0,0,0,6.4,224,41,15,3,1,1,0,0,6.8,239,53
457,1,33,2,0,14,10,0,0,0,7.0,199,48,37,3,1,1,0,0,7.0,172,52
458,1,16,3,0,15,11,0,0,0,6.6,180,42,15,3,1,0,0,0,6.4,176,41
459,1,19,6,0,4,3,1,0,0,6.8,212,52,19,2,1,0,0,0,6.8,238,51
460,0,14,1,1,6,7,0,0,0,7.0,207,41,14,1,0,0,0,0,7.0,224,54
461,1,16,0,1,5,1,1,1,0,6.8,252,48,17,4,0,1,0,0,6.8,239,60
462,0,18,4,0,4,7,2,1,0,6.8,185,72,19,4,1,0,0,0,7.2,222,71
463,1,21,3,0,8,8,0,0,0,6.6,175,36,24,9,1,1,0,0,6.8,198,56
464,1,18,4,0,8,4,0,0,0,7.2,207,36,16,1,1,1,1,0,6.8,221,48
465,0,17,3,1,4,4,1,0,0,7.0,240,60,17,5,0,0,0,0,7.0,227,48
466,1,12,1,0,5,4,0,0,0,7.0,202,57,17,1,1,1,0,0,6.6,210,48
467,0,15,3,1,8,7,2,1,0,7.0,212,44,12,3,0,0,0,0,7.0,212,52
468,1,13,5,1,10,3,1,0,0,7.4,225,60,14,4,0,1,1,0,6.8,184,48
469,0,18,1,0,4,9,0,0,0,6.6,203,44,17,4,1,1,0,0,7.2,241,66
470,0,17,1,1,6,8,0,0,0,6.8,213,46,34,3,0,1,0,0,6.8,187,54
471,0,16,0,0,4,8,1,0,0,6.6,195,49,13,1,1,1,1,1,7.0,220,54
472,1,13,4,1,11,8,1,0,0,6.8,238,46,61,4,0,0,0,0,6.8,192,53
473,0,13,0,0,2,9,0,0,0,6.2,166,49,34,1,1,2,1,1,7.6,259,58
474,0,19,2,0,4,11,0,0,0,6.6,200,41,10,4,1,1,0,0,7.2,226,45
475,1,18,5,0,8,2,2,1,1,7.2,243,52,19,3,1,0,0,0,6.6,221,46
476,1,51,11,1,9,1,0,0,0,7.4,249,63,18,5,0,1,0,0,6.8,221,64
477,0,14,4,0,4,8,1,0,0,6.6,213,47,18,3,1,0,0,0,7.2,249,40
478,0,16,2,0,2,4,0,0,0,7.0,260,56,17,2,1,1,1,0,7.2,257,52
479,0,51,2,0,3,4,1,0,0,6.4,215,50,17,4,1,0,0,0,7.0,226,53
480,1,37,0,0,8,7,0,0,0,6.8,185,48,12,4,1,1,1,0,7.0,245,40
481,1,16,6,1,9,10,1,0,0,6.8,200,50,17,2,0,0,0,0,7.0,197,50
482,0,37,4,0,3,5,0,0,0,7.0,231,49,18,4,1,1,1,0,7.0,246,63
483,0,12,4,0,3,8,0,0,0,6.6,211,56,20,1,1,1,0,0,6.6,197,44
484,1,16,2,0,4,4,0,0,0,6.6,221,53,21,2,1,1,0,0,6.4,207,48
485,0,14,4,0,7,7,1,1,0,7.2,209,52,21,4,1,1,0,0,7.6,228,80
486,1,41,4,0,7,7,1,0,0,7.2,201,55,39,3,1,0,0,0,6.6,229,38
487,1,15,1,0,3,4,0,0,0,7.0,220,48,17,1,1,0,0,0,6.8,216,67
488,1,18,0,1,7,2,1,1,0,7.2,245,44,15,2,0,1,0,0,7.0,213,66
489,1,16,14,0,6,4,1,1,0,7.2,241,58,35,3,1,0,0,0,6.8,247,42
490,1,15,4,1,10,3,0,0,0,7.4,266,55,28,2,0,0,0,0,6.4,203,56
491,0,35,6,1,5,4,1,0,0,7.2,224,52,39,2,0,0,0,0,7.2,209,60
492,1,38,3,0,4,5,0,0,0,6.8,189,55,16,2,1,0,0,0,7.0,252,32
493,1,146,1,0,11,7,0,0,0,7.2,220,48,11,2,1,1,0,0,6.8,226,73
494,0,39,1,1,10,10,1,1,0,7.2,183,83,13,3,0,0,0,1,7.0,223,51
495,1,17,6,1,9,4,0,0,0,7.0,249,38,12,2,0,0,0,0,6.6,211,46
496,1,14,2,1,7,6,1,0,0,6.2,196,32,17,2,0,1,1,0,7.0,216,67
497,0,22,1,1,10,4,1,0,0,7.0,157,48,17,2,0,1,1,0,6.6,203,68
498,1,16,5,1,5,3,2,1,0,7.0,216,36,17,3,0,0,0,0,7.0,245,45
499,1,10,2,1,9,6,0,0,0,6.6,168,56,19,0,0,0,0,0,6.6,191,48
500,1,50,4,1,10,6,1,0,0,6.8,186,47,15,1,0,0,0,0,6.6,220,32
501,1,21,4,1,6,4,2,1,1,7.0,239,40,16,3,0,0,0,0,6.8,211,60
502,1,11,5,1,13,6,0,0,0,7.2,226,56,16,1,0,1,0,0,6.6,199,35
503,0,12,2,0,2,9,0,0,0,6.6,203,42,36,2,1,1,0,0,7.4,229,66
504,0,17,2,0,4,5,0,0,0,6.8,243,63,13,3,1,2,1,0,7.2,193,56
505,0,19,2,0,2,7,0,0,1,7.0,243,47,37,1,1,1,0,0,7.0,211,40
506,1,11,3,0,9,3,1,0,0,7.2,261,60,14,1,1,0,0,0,6.2,185,52
507,0,17,1,0,3,10,0,0,0,6.4,194,42,36,1,1,1,0,0,7.2,207,52
508,1,12,3,1,8,4,1,0,0,6.8,247,53,14,1,0,0,0,0,7.0,210,47
509,1,16,2,1,6,3,1,0,0,7.0,225,54,15,2,0,0,0,0,6.4,201,61
510,1,16,2,1,6,5,2,1,0,6.8,224,57,18,1,0,0,0,0,7.4,227,56
511,1,12,0,0,5,6,1,0,0,6.8,185,48,44,4,1,0,0,0,6.8,214,47
512,0,16,15,1,6,7,2,1,0,6.8,222,39,40,2,0,0,0,0,7.0,219,48
513,1,11,1,0,7,6,0,0,0,7.2,236,53,14,2,1,0,0,0,6.8,216,47
514,1,16,6,1,8,1,0,0,0,7.4,207,52,16,5,0,0,0,0,6.6,228,60
515,0,17,2,0,10,8,0,0,0,7.2,204,51,15,2,1,1,0,0,7.0,223,50
516,1,30,4,0,6,8,1,0,0,7.0,211,48,18,3,1,0,0,0,7.2,226,60
517,1,15,3,1,12,1,2,1,0,7.2,227,56,17,3,0,0,0,0,6.4,187,32
518,0,13,2,0,2,5,0,0,0,6.8,232,60,15,2,1,1,0,0,6.8,234,48
519,1,14,2,0,6,8,1,1,0,7.0,211,60,16,5,1,1,0,0,7.2,237,43
520,0,13,3,0,3,8,0,0,0,6.6,198,40,18,5,1,1,1,0,7.0,188,55
521,1,14,2,0,5,4,0,0,0,7.2,252,42,13,3,1,0,0,0,7.2,205,48
522,0,16,1,0,5,8,1,0,0,6.8,196,49,103,1,1,0,0,0,6.8,185,65
523,1,17,3,1,1,2,1,0,0,6.8,217,51,18,5,0,1,1,1,6.8,264,47
524,1,19,3,0,8,9,0,0,0,7.0,211,40,14,2,1,1,0,0,7.0,219,32
525,1,38,3,0,4,5,0,0,0,7.2,226,48,18,2,1,1,0,0,7.0,202,56
526,1,14,1,1,4,5,0,0,0,7.0,235,64,18,3,0,2,1,0,7.4,248,65
527,1,15,1,1,10,7,0,0,0,7.2,222,40,10,1,0,1,0,0,6.2,176,40
528,1,15,2,0,8,9,1,0,0,6.8,214,52,18,3,1,0,0,0,7.0,221,45
529,1,18,1,1,7,4,1,0,0,6.4,173,57,16,1,0,0,0,0,6.4,174,44
530,1,16,1,1,6,3,1,1,0,6.8,247,59,11,2,0,1,0,0,6.4,202,50
531,0,15,3,0,7,16,0,0,0,6.4,172,42,13,2,1,2,1,0,7.2,230,60
532,1,14,2,1,7,7,1,0,0,6.8,216,48,12,1,0,1,1,0,7.0,182,53
533,0,15,3,0,6,7,0,0,0,7.0,213,49,14,2,1,0,0,0,7.0,216,46
534,0,11,4,0,2,8,0,0,0,6.8,208,60,38,3,1,0,0,0,7.0,231,36
535,0,15,4,0,2,5,1,0,0,6.6,214,45,19,3,1,0,0,0,7.2,233,55
536,1,12,4,0,3,5,0,0,0,6.8,201,45,22,1,1,1,0,0,6.6,195,52
537,1,20,6,0,9,8,0,0,0,7.2,218,64,17,3,1,2,1,0,6.8,219,70
538,0,31,5,0,7,7,0,0,0,7.0,240,56,18,2,1,1,0,0,7.0,212,59
539,0,88,3,0,7,11,0,0,0,7.0,232,36,17,3,1,1,0,0,7.0,247,43
540,1,16,4,1,8,0,1,0,0,7.4,249,55,15,0,0,0,0,0,6.4,223,49
541,1,15,2,1,8,3,1,1,0,7.2,197,48,56,3,0,0,0,0,6.6,188,44
542,1,17,1,1,6,6,1,0,0,7.0,225,59,13,1,0,0,0,0,7.4,221,67
543,1,15,5,1,7,4,2,1,0,7.0,223,64,13,2,0,0,0,0,7.2,235,72
544,0,15,5,0,5,4,1,1,1,6.8,232,57,46,1,1,1,0,0,7.0,222,56
545,1,16,2,1,12,10,2,1,0,6.8,165,64,15,1,0,0,0,0,6.8,227,56
546,1,17,1,1,7,1,1,0,1,7.2,255,55,10,3,0,0,0,0,6.6,200,48
547,0,15,2,0,1,3,0,0,0,6.6,229,56,15,2,1,2,1,0,7.2,246,60
548,1,22,5,1,13,3,0,0,0,7.0,232,35,18,4,0,1,0,0,6.4,196,48
549,0,15,3,1,6,6,0,0,0,7.0,236,47,15,2,0,0,0,0,7.0,230,48
550,1,62,2,1,6,1,2,1,0,7.0,231,44,15,0,0,0,0,0,6.8,231,72
551,0,21,4,0,1,3,1,1,0,6.8,247,50,19,4,1,1,0,0,6.6,242,48
552,1,91,2,1,8,6,1,0,0,6.8,187,47,16,6,0,0,0,0,7.0,237,44
553,0,39,5,0,8,11,1,1,1,6.8,217,55,21,8,1,1,0,1,7.2,225,48
554,1,12,2,0,10,8,2,1,0,7.8,252,64,15,0,1,0,0,0,7.2,228,57
555,0,16,3,1,9,1,0,0,0,7.2,242,60,15,2,0,1,0,0,6.4,210,44
556,1,19,4,0,4,2,0,0,0,6.8,234,46,16,6,1,0,0,0,7.0,236,49
557,1,28,7,0,6,9,0,0,0,6.6,177,43,21,7,1,0,0,0,7.0,227,32
558,0,16,1,0,5,7,0,0,0,6.6,182,32,49,7,1,1,0,0,6.8,207,61
559,0,19,3,1,7,9,0,0,0,6.6,245,40,14,2,0,0,0,0,7.0,207,51
560,0,14,2,0,7,12,0,0,0,6.6,184,52,12,3,1,0,0,0,7.0,194,24
561,0,16,3,1,7,13,0,0,0,6.8,202,56,21,1,0,1,0,0,7.2,218,58
562,1,17,4,0,4,3,1,0,0,6.6,195,49,21,2,1,0,0,0,6.6,235,53
563,0,18,5,0,3,3,1,0,0,6.6,202,57,16,4,1,0,0,0,7.0,255,49
564,0,13,1,0,0,6,0,0,0,6.2,184,61,30,5,1,1,0,0,7.4,210,54
565,0,14,3,0,2,5,0,0,0,6.6,203,45,17,3,1,1,0,0,7.4,255,72
566,1,19,4,1,7,3,1,0,0,6.8,212,32,20,5,0,0,0,0,6.2,224,44
567,1,14,0,1,6,2,2,1,0,7.0,264,57,13,1,0,0,0,0,7.0,199,71
568,1,15,5,1,11,9,0,0,0,7.0,191,48,37,3,0,0,0,0,6.6,209,32
569,0,13,4,0,5,3,1,0,0,7.2,252,52,15,1,1,1,1,0,7.0,238,57
